filename,intervention_screening,intervention_1_month,intervention_3_months,intervention_6_months,intervention_9_months,intervention_12_months,intervention_intensity,intervention_cycle_length,control_screening,control_1_month,control_3_months,control_6_months,control_9_months,control_12_months,control_intensity,control_cycle_length,delta_screening,delta_1_month,delta_3_months,delta_6_months,delta_9_months,delta_12_months,delta_intensity,pmid,publication_year,Funder,Industry,Disease Site,Disease Stage,Treatment Type,Condition,intervention,Publication Year,NCT Number,Design,Enrollment,Start Date,Enrollment Year,sponsor_binary,disease_site,treatment_modality,start_year
PMID 35179323 a_Summary_SoE.pdf,2.0,2.0,5.0,7.0,8.0,9.0,0.75,21.0,2.0,2.0,5.0,7.0,8.0,9.0,0.75,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35179323,2022.0,INDUSTRY,Yes,GU,Metastatic,Systemic Therapy,Metastatic Hormone-sensitive Prostate Cancer,DRUG: BAY1841788 / darolutamide (ODM-201)|DRUG: Standard ADT (androgen deprivation therapy)|DRUG: Docetaxel|DRUG: Placebo,2022,NCT02799602,Superiority,1306,11/30/2016,2016,Industry,GU,Endocrine,2016
PMID 35192411 a_Summary_SoE.pdf,1.0,4.0,8.0,9.0,9.0,10.0,0.8333333333333334,0.0,1.0,4.0,8.0,9.0,9.0,10.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35192411,2022.0,INDUSTRY,Yes,Other,NS,Systemic Therapy,Differentiated Thyroid Cancer,DRUG: Selumetinib|DRUG: Placebo|DRUG: Radioactive Iodine Therapy,2022,NCT01843062,Superiority,233,8/27/2013,2013,Industry,Other,Targeted Therapy,2013
PMID 35213496 CT_Summary_SoE.pdf,1.0,4.0,4.0,4.0,4.0,4.0,0.3333333333333333,0.0,1.0,4.0,4.0,4.0,4.0,4.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35213496,2022.0,OTHER,Yes,GI,NS,Local Therapy,Gastric Cancer|Obesity,DRUG: Sugammadex Sodium,2022,NCT03196791,Superiority,196,10/10/2017,2017,Industry,GI,Other,2017
PMID 35240074a_Summary_SoE.pdf,1.0,7.0,17.0,30.0,42.0,57.0,4.75,28.0,1.0,7.0,17.0,30.0,42.0,57.0,4.75,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35240074,2022.0,INDUSTRY,Yes,Multiple,NS,Supportive Care,Chemotherapy-induced Thrombocytopenia,DRUG: Avatrombopag|DRUG: Placebo Oral Tablet,2022,NCT03471078,Other,122,10/12/2018,2018,Industry,Multiple,Other,2018
PMID 35245446 CT_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35245446,2022.0,OTHER,Yes,GI,Metastatic,Systemic Therapy,Advanced or Metastatic Esophageal Squamous Cell Cancer Without Previous Systemic Chemotherapy,BIOLOGICAL: Toripalimab,2022,NCT03829969,Superiority,514,1/31/2019,2019,Industry,GI,Immunotherapy,2019
PMID 35271306 a_Summary_SoE.pdf,2.0,8.0,28.0,47.0,61.0,74.0,6.166666666666667,84.0,2.0,7.0,27.0,45.0,59.0,72.0,6.0,84.0,0.0,1.0,1.0,2.0,2.0,2.0,0.1666666666666669,35271306,2022.0,NIH,No,Heme,Hematologic,Systemic Therapy,Adult T Acute Lymphoblastic Leukemia|Ann Arbor Stage II Adult Lymphoblastic Lymphoma|Ann Arbor Stage II Childhood Lymphoblastic Lymphoma|Ann Arbor Stage III Adult Lymphoblastic Lymphoma|Ann Arbor Stage III Childhood Lymphoblastic Lymphoma|Ann Arbor Stage IV Adult Lymphoblastic Lymphoma|Ann Arbor Stage IV Childhood Lymphoblastic Lymphoma|Childhood T Acute Lymphoblastic Leukemia,DRUG: Bortezomib|DRUG: Cyclophosphamide|DRUG: Cytarabine|DRUG: Daunorubicin|DRUG: Daunorubicin Hydrochloride|DRUG: Dexamethasone|DRUG: Doxorubicin|DRUG: Doxorubicin Hydrochloride|DRUG: Etoposide|DRUG: Hydrocortisone Sodium Succinate|DRUG: Ifosfamide|DRUG: Leucovorin Calcium|DRUG: Mercaptopurine|DRUG: Methotrexate|DRUG: Pegaspargase|RADIATION: Radiation Therapy|DRUG: Thioguanine|DRUG: Vincristine|DRUG: Vincristine Sulfate,2022,NCT02112916,Superiority,847,10/4/2014,2014,Non-Industry,Heme,Targeted Therapy,2014
PMID 35290101 a_Summary_SoE.pdf,2.0,3.0,7.0,12.0,15.0,20.0,1.6666666666666667,28.0,2.0,2.0,5.0,9.0,10.0,12.0,1.0,21.0,0.0,1.0,2.0,3.0,5.0,8.0,0.6666666666666667,35290101,2022.0,NIH,Yes,GYN,NS,Systemic Therapy,Fallopian Tube Clear Cell Adenocarcinoma|Fallopian Tube Transitional Cell Carcinoma|Fallopian Tube Undifferentiated Carcinoma|Ovarian Clear Cell Adenocarcinoma|Ovarian Endometrioid Tumor|Ovarian Seromucinous Carcinoma|Ovarian Serous Tumor|Ovarian Transitional Cell Carcinoma|Ovarian Undifferentiated Carcinoma|Recurrent Fallopian Tube Carcinoma|Recurrent Ovarian Carcinoma|Recurrent Ovarian Endometrioid Adenocarcinoma|Recurrent Primary Peritoneal Carcinoma,PROCEDURE: Biospecimen Collection|DRUG: Carboplatin|DRUG: Cediranib Maleate|PROCEDURE: Computed Tomography|PROCEDURE: Echocardiography|DRUG: Gemcitabine|DRUG: Gemcitabine Hydrochloride|OTHER: Laboratory Biomarker Analysis|PROCEDURE: Magnetic Resonance Imaging|PROCEDURE: Multigated Acquisition Scan|DRUG: Olaparib|DRUG: Paclitaxel|DRUG: Pegylated Liposomal Doxorubicin Hydrochloride|OTHER: Pharmacological Study|OTHER: Quality-of-Life Assessment,2022,NCT02446600,Superiority,579,3/28/2016,2016,Industry,GYN,Targeted Therapy,2016
PMID 35298906 CT_Summary_SoE.pdf,3.0,3.0,6.0,9.0,12.0,16.0,1.3333333333333333,28.0,3.0,4.0,10.0,20.0,26.0,27.0,2.25,28.0,0.0,-1.0,-4.0,-11.0,-14.0,-11.0,-0.9166666666666669,35298906,2022.0,INDUSTRY,Yes,GYN,Non-metastatic,Systemic Therapy,Ovarian Cancer|Epithelial Ovarian Cancer|Fallopian Tube Cancer|Peritoneal Cancer,DRUG: Chemotherapy|DRUG: Rucaparib,2022,NCT02855944,Superiority,349,3/1/2017,2017,Industry,GYN,Targeted Therapy,2017
PMID 35320644 a_Summary_SoE.pdf,2.0,4.0,7.0,11.0,15.0,20.0,1.6666666666666667,21.0,2.0,4.0,7.0,11.0,15.0,20.0,1.6666666666666667,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35320644,2022.0,INDUSTRY,Yes,Breast,Metastatic,Systemic Therapy,Breast Cancer,DRUG: Trastuzumab deruxtecan (T-DXd)|DRUG: Ado-trastuzumab emtansine (T-DM1),2022,NCT03529110,Superiority,524,8/9/2018,2018,Industry,Breast,Targeted Therapy,2018
PMID 35331641 CT_Summary_SoE.pdf,1.0,4.0,7.0,11.0,15.0,20.0,1.6666666666666667,21.0,1.0,4.0,7.0,11.0,15.0,20.0,1.6666666666666667,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35331641,2022.0,INDUSTRY,Yes,Thor,Metastatic,Systemic Therapy,Non-squamous Non-small Cell Lung Cancer,DRUG: Paclitaxel|DRUG: Carboplatin|DRUG: Cisplatin|DRUG: Veliparib|DRUG: Pemetrexed,2022,NCT02264990,Superiority,595,9/30/2014,2014,Industry,Thor,Targeted Therapy,2014
PMID 35367007a_Summary_SoE.pdf,1.0,2.0,5.0,9.0,13.0,17.0,1.4166666666666667,21.0,1.0,2.0,5.0,9.0,13.0,17.0,1.4166666666666667,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35367007,2022.0,INDUSTRY,Yes,Skin,Non-metastatic,Systemic Therapy,Melanoma,BIOLOGICAL: Pembrolizumab|OTHER: Placebo,2022,NCT03553836,Superiority,976,9/12/2018,2018,Industry,Skin,Immunotherapy,2018
PMID 35403841 a_Summary_SoE.pdf,2.0,3.0,6.0,7.0,8.0,9.0,0.75,14.0,2.0,4.0,8.0,10.0,11.0,12.0,1.0,21.0,0.0,-1.0,-2.0,-3.0,-3.0,-3.0,-0.25,35403841,2022.0,INDUSTRY,Yes,Thor,Non-metastatic,Systemic Therapy,Non Small Cell Lung Cancer,BIOLOGICAL: Nivolumab|DRUG: Cisplatin|DRUG: Vinorelbine|DRUG: Gemcitabine|DRUG: Docetaxel|DRUG: Pemetrexed|DRUG: Carboplatin|DRUG: Paclitaxel|BIOLOGICAL: Ipilimumab,2022,NCT02998528,Superiority,505,3/4/2017,2017,Industry,Thor,Immunotherapy,2017
PMID 35419607 CT_Summary_SoE.pdf,1.0,20.0,35.0,41.0,45.0,51.0,4.25,14.0,1.0,20.0,34.0,42.0,48.0,50.0,4.166666666666667,28.0,0.0,0.0,1.0,-1.0,-3.0,1.0,0.083333333333333,35419607,2023.0,INDUSTRY,Yes,CNS,Solid M0,Systemic Therapy,Brain Cancer,DRUG: Nivolumab|DRUG: Temozolomide|RADIATION: Radiotherapy,2023,NCT02617589,Superiority,560,3/1/2016,2016,Industry,CNS,Immunotherapy,2016
PMID 35427471 CT_Summary_SoE.pdf,2.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,2.0,3.0,7.0,13.0,20.0,27.0,2.25,14.0,0.0,-1.0,-2.0,-4.0,-7.0,-9.0,-0.75,35427471,2022.0,INDUSTRY,Yes,GI,Metastatic,Systemic Therapy,Colorectal Carcinoma,DRUG: mFOLFOX6|DRUG: FOLFIRI|BIOLOGICAL: pembrolizumab|BIOLOGICAL: bevacizumab|BIOLOGICAL: cetuximab,2022,NCT02563002,Other,307,11/30/2015,2015,Industry,GI,Immunotherapy,2015
PMID 35442766 a_Summary_SoE.pdf,1.0,5.0,9.0,13.0,17.0,22.0,1.8333333333333333,21.0,1.0,5.0,9.0,13.0,17.0,22.0,1.8333333333333333,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35442766,2022.0,INDUSTRY,Yes,HN,Metastatic,Systemic Therapy,Esophageal Squamous Cell Carcinoma (ESCC),DRUG: Tislelizumab|DRUG: Paclitaxel|DRUG: Docetaxel|DRUG: Irinotecan,2022,NCT03430843,Superiority,512,1/26/2018,2018,Industry,HN,Immunotherapy,2018
PMID 35443108 a_Summary_SoE.pdf,1.0,12.0,32.0,55.0,76.0,98.0,8.166666666666666,28.0,1.0,12.0,32.0,55.0,76.0,98.0,8.166666666666666,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35443108,2022.0,OTHER,Yes,Heme,Hematologic,Systemic Therapy,"Newly Diagnosed Acute Myeloid Leukemia (AML)|Untreated AML|AML Arising From Myelodysplastic Syndrome (MDS)|Leukemia, Myeloid, Acute",DRUG: AG-120|DRUG: Placebo|DRUG: Azacitidine,2022,NCT03173248,Superiority,146,6/26/2017,2017,Industry,Heme,Chemotherapy,2017
PMID 35446628 a_Summary_SoE.pdf,2.0,1.0,3.0,4.0,5.0,7.0,0.5833333333333334,30.0,2.0,1.0,3.0,4.0,5.0,7.0,0.5833333333333334,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35446628,2022.0,NETWORK,No,GU,Metastatic,Systemic Therapy,Prostate Cancer,DRUG: TAK-700|DRUG: Bicalutamide,2022,NCT01809691,Superiority,1313,3/8/2013,2013,Non-Industry,GU,Endocrine,2013
PMID 35511454 CT_Summary_SoE.pdf,1.0,20.0,37.0,46.0,54.0,61.0,5.083333333333333,14.0,1.0,20.0,37.0,46.0,54.0,61.0,5.083333333333333,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35511454,2022.0,INDUSTRY,Yes,CNS,Solid M0,Systemic Therapy,Brain Neoplasms,DRUG: Nivolumab|DRUG: Temozolomide|RADIATION: Radiotherapy|OTHER: Nivolumab Placebo,2022,NCT02667587,Superiority,716,5/9/2016,2016,Industry,CNS,Immunotherapy,2016
PMID 35552364 a_Summary_SoE.pdf,2.0,3.0,9.0,17.0,26.0,35.0,2.9166666666666665,21.0,2.0,3.0,9.0,17.0,26.0,35.0,2.9166666666666665,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35552364,2022.0,INDUSTRY,Yes,Breast,Metastatic,Systemic Therapy,Metastasis|Breast Cancer,DRUG: NKTR-102|DRUG: Eribulin|DRUG: Ixabepilone|DRUG: Vinorelbine|DRUG: Gemcitabine|DRUG: Paclitaxel|DRUG: Docetaxel|DRUG: Nab-paclitaxel,2022,NCT02915744,Superiority,178,2016-11,2016,Industry,Breast,Chemotherapy,2016
PMID 35569466 CT_Summary_SoE.pdf,4.0,1.0,24.0,42.0,43.0,44.0,3.6666666666666665,1.0,4.0,20.0,39.0,41.0,42.0,43.0,3.5833333333333335,1.0,0.0,-19.0,-15.0,1.0,1.0,1.0,0.083333333333333,35569466,2022.0,NETWORK,No,GU,Non-metastatic,Systemic Therapy,Prostate Cancer,RADIATION: PBRT|RADIATION: PLNRT|DRUG: AA|DRUG: LHRH agonist,2022,NCT00567580,Superiority,1792,2008-02,2008,Non-Industry,GU,Radiation,2008
PMID 35580297 a_Summary_SoE.pdf,1.0,4.0,7.0,10.0,12.0,14.0,1.1666666666666667,21.0,1.0,4.0,7.0,10.0,12.0,14.0,1.1666666666666667,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35580297,2022.0,INDUSTRY,Yes,Thor,Metastatic,Systemic Therapy,Non Small Cell Lung Cancer,DRUG: HS-10296|DRUG: Gefitinib,2022,NCT03849768,Superiority,429,2/1/2019,2019,Industry,Thor,Targeted Therapy,2019
PMID 35584336 a_Summary_SoE.pdf,2.0,3.0,5.0,8.0,11.0,15.0,1.25,28.0,2.0,3.0,5.0,8.0,11.0,15.0,1.25,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35584336,2022.0,OTHER,Yes,Breast,Metastatic,Systemic Therapy,Breast Cancer,DRUG: Elacestrant|DRUG: Standard of Care,2022,NCT03778931,Superiority,478,5/10/2019,2019,Industry,Breast,Other,2019
PMID 35608580 a_Summary_SoE.pdf,2.0,0.0,0.0,1.0,1.0,2.0,0.1666666666666666,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35608580,2022.0,NETWORK,No,Breast,Non-metastatic,Systemic Therapy,Breast Cancer,DRUG: metformin hydrochloride|OTHER: placebo,2022,NCT01101438,Superiority,3649,8/13/2010,2010,Non-Industry,Breast,Other,2010
PMID 35657079 a_Summary_SoE.pdf,2.0,5.0,11.0,19.0,22.0,26.0,2.1666666666666665,28.0,2.0,5.0,11.0,19.0,22.0,26.0,2.1666666666666665,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35657079,2022.0,INDUSTRY,Yes,Heme,Hematologic,Systemic Therapy,Mantle Cell Lymphoma,DRUG: Bendamustine|DRUG: Rituximab|DRUG: Ibrutinib|DRUG: Placebo,2022,NCT01776840,Superiority,523,5/16/2013,2013,Industry,Heme,Targeted Therapy,2013
PMID 35660812 a_Summary_SoE.pdf,2.0,7.0,14.0,36.0,46.0,50.0,4.166666666666667,21.0,2.0,7.0,19.5,38.0,46.5,50.5,4.208333333333333,21.0,0.0,0.0,-5.5,-2.0,-0.5,-0.5,-0.041666666666666,35660812,2022.0,OTHER,Yes,GU,Non-metastatic,Systemic Therapy,Multiple Myeloma,DRUG: Lenalidomide|DRUG: Bortezomib|DRUG: Dexamethasone|PROCEDURE: Autologous Stem Cell Transplant,2022,NCT01208662,Superiority,729,2010-10,2010,Industry,GU,Targeted Therapy,2010
PMID 35665782 a_Summary_SoE.pdf,2.0,4.0,7.0,11.0,15.0,20.0,1.6666666666666667,21.0,2.0,4.0,7.0,11.0,15.0,20.0,1.6666666666666667,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35665782,2022.0,INDUSTRY,Yes,Breast,Metastatic,Systemic Therapy,Breast Cancer,DRUG: Trastuzumab deruxtecan (DS-8201a)|DRUG: Capecitabine|DRUG: Eribulin|DRUG: Gemcitabine|DRUG: Paclitaxel|DRUG: Nab-paclitaxel,2022,NCT03734029,Superiority,557,12/27/2018,2018,Industry,Breast,Targeted Therapy,2018
PMID 35704479 a_Summary_SoE.pdf,1.0,1.0,2.0,4.0,4.0,5.0,0.4166666666666667,180.0,1.0,1.0,1.0,2.0,2.0,3.0,0.25,180.0,0.0,0.0,1.0,2.0,2.0,2.0,0.1666666666666666,35704479,2022.0,NETWORK,No,GI,NS,Supportive Care,Anal Cancer|High-grade Squamous Intraepithelial Lesion|HIV Infection|Human Papilloma Virus Infection,DRUG: imiquimod|DRUG: fluorouracil|DEVICE: infrared photocoagulation therapy|DEVICE: thermal ablation therapy|DEVICE: laser therapy|OTHER: clinical observation|OTHER: laboratory biomarker analysis,2022,NCT02135419,Superiority,4446,9/24/2014,2014,Non-Industry,GI,Chemotherapy,2014
PMID 35728048 a_Summary_SoE.pdf,1.0,12.0,31.0,55.0,77.0,100.0,8.333333333333334,28.0,1.0,12.0,31.0,55.0,77.0,100.0,8.333333333333334,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35728048,2022.0,INDUSTRY,Yes,Heme,Hematologic,Systemic Therapy,"Myelodysplastic Syndrome|Leukemia, Myelomonocytic, Chronic|Leukemia, Myeloid, Acute",DRUG: Azacitidine|DRUG: Pevonedistat,2022,NCT03268954,Superiority,454,11/28/2017,2017,Industry,Heme,Chemotherapy,2017
PMID 35759733a_Summary_SoE.pdf,1.0,3.0,7.0,14.0,20.0,24.0,2.0,28.0,1.0,1.0,3.0,6.0,9.0,12.0,1.0,30.0,0.0,2.0,4.0,8.0,11.0,12.0,1.0,35759733,2022.0,NETWORK,No,GYN,Metastatic,Systemic Therapy,Fallopian Tube Clear Cell Adenocarcinoma|Fallopian Tube Endometrioid Adenocarcinoma|Fallopian Tube Mucinous Adenocarcinoma|Fallopian Tube Serous Adenocarcinoma|Fallopian Tube Transitional Cell Carcinoma|Fallopian Tube Undifferentiated Carcinoma|Ovarian Brenner Tumor|Ovarian Clear Cell Adenocarcinoma|Ovarian Endometrioid Adenocarcinoma|Ovarian Mucinous Adenocarcinoma|Ovarian Seromucinous Carcinoma|Ovarian Serous Adenocarcinoma|Ovarian Transitional Cell Carcinoma|Ovarian Undifferentiated Carcinoma|Primary Peritoneal Serous Adenocarcinoma|Stage IIIA Fallopian Tube Cancer AJCC v7|Stage IIIA Ovarian Cancer AJCC v6 and v7|Stage IIIA Primary Peritoneal Cancer AJCC v7|Stage IIIB Fallopian Tube Cancer AJCC v7|Stage IIIB Ovarian Cancer AJCC v6 and v7|Stage IIIB Primary Peritoneal Cancer AJCC v7|Stage IIIC Fallopian Tube Cancer AJCC v7|Stage IIIC Ovarian Cancer AJCC v6 and v7|Stage IIIC Primary Peritoneal Cancer AJCC v7|Stage IV Fallopian Tube Cancer AJCC v6 and v7|Stage IV Ovarian Cancer AJCC v6 and v7|Stage IV Primary Peritoneal Cancer AJCC v7,OTHER: Clinical Observation|OTHER: Laboratory Biomarker Analysis|DRUG: Paclitaxel|DRUG: Paclitaxel Poliglumex|PROCEDURE: Quality-of-Life Assessment,2022,NCT00108745,Superiority,1157,3/21/2005,2005,Non-Industry,GYN,Chemotherapy,2005
PMID 35763704 a_Summary_SoE.pdf,2.0,3.0,6.0,11.0,16.0,20.0,1.6666666666666667,14.0,2.0,3.0,6.0,11.0,16.0,20.0,1.6666666666666667,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35763704,2022.0,INDUSTRY,Yes,Breast,Non-metastatic,Systemic Therapy,Breast Cancer,DRUG: Atezolizumab|DRUG: Placebo|DRUG: Doxorubicin|DRUG: Cyclophosphamide|DRUG: Paclitaxel|DRUG: Trastuzumab|DRUG: Pertuzumab|DRUG: Trastuzumab Emtansine,2022,NCT03726879,Superiority,454,1/11/2019,2019,Industry,Breast,Immunotherapy,2019
PMID 35810754 CT_Summary_SoE.pdf,2.0,4.0,6.0,9.0,10.0,11.0,0.9166666666666666,28.0,2.0,6.0,10.0,15.0,16.0,17.0,1.4166666666666667,28.0,0.0,-2.0,-4.0,-6.0,-6.0,-6.0,-0.5000000000000001,35810754,2022.0,INDUSTRY,Yes,Heme,Hematologic,Systemic Therapy,Chronic Lymphocytic Leukemia|Small Lymphocytic Lymphoma,DRUG: Zanubrutinib|DRUG: Bendamustine|DRUG: Rituximab|DRUG: Venetoclax,2022,NCT03336333,Superiority,590,10/31/2017,2017,Industry,Heme,Targeted Therapy,2017
PMID 35857290 a_Summary_SoE.pdf,1.0,10.0,23.0,41.0,44.0,47.0,3.9166666666666665,56.0,1.0,10.0,23.0,41.0,44.0,47.0,3.9166666666666665,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35857290,2022.0,INDUSTRY,Yes,Heme,Hematologic,Systemic Therapy,Cutaneous T-Cell Lymphoma,DRUG: SGX301 (synthetic hypericin)|DRUG: Placebo,2022,NCT02448381,Superiority,169,2015-12,2015,Industry,Heme,Other,2015
PMID 35922251 CT_Summary_SoE.pdf,1.0,2.0,7.0,13.0,18.0,24.0,2.0,42.0,1.0,5.0,11.0,22.0,32.0,42.0,3.5,42.0,0.0,-3.0,-4.0,-9.0,-14.0,-18.0,-1.5,35922251,2022.0,INDUSTRY,Yes,GYN,Metastatic,Systemic Therapy,"Squamous Cell Carcinoma (SCC)|Recurrent or Metastatic, Platinum-refractory Cervical Cancer",DRUG: Cemiplimab|DRUG: Investigator Choice (IC) Chemotherapy,2022,NCT03257267,Superiority,608,9/5/2017,2017,Industry,GYN,Immunotherapy,2017
PMID 35947817 a_Summary_SoE.pdf,1.0,3.0,6.0,10.0,14.0,19.0,1.5833333333333333,42.0,1.0,3.0,6.0,10.0,14.0,19.0,1.5833333333333333,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35947817,2022.0,INDUSTRY,Yes,GI,NS,Systemic Therapy,Gastrointestinal Stromal Tumors,DRUG: Ripretinib|DRUG: Sunitinib,2022,NCT03673501,Superiority,453,2/8/2019,2019,Industry,GI,Targeted Therapy,2019
PMID 36070540 a_Summary_SoE.pdf,1.0,3.0,3.0,4.0,4.0,4.0,0.3333333333333333,0.0,1.0,3.0,3.0,4.0,4.0,4.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36070540,2023.0,INDUSTRY,Yes,GYN,"Metastatic, Non-metastatic",Local Therapy,Ovarian Cancer,DRUG: OTL38|DEVICE: near infrared camera imaging system|PROCEDURE: laparotomy,2022,NCT03180307,Superiority,140,1/26/2018,2018,Industry,GYN,Procedure,2018
PMID 36099926 a_Summary_SoE.pdf,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,1.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36099926,2022.0,INDUSTRY,Yes,GU,Non-metastatic,Systemic Therapy,Renal Cell Carcinoma,DRUG: Atezolizumab|OTHER: Placebo,2022,NCT03024996,Superiority,778,1/3/2017,2017,Industry,GU,Immunotherapy,2017
PMID 36108662 CT_Summary_SoE.pdf,3.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,3.0,2.0,5.0,9.0,13.0,18.0,1.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36108662,2022.0,INDUSTRY,Yes,Thor,Non-metastatic,Systemic Therapy,Non-small Cell Lung Cancer,BIOLOGICAL: Pembrolizumab|OTHER: Placebo,2022,NCT02504372,Superiority,1177,11/6/2015,2015,Industry,Thor,Immunotherapy,2015
PMID 36155117 CT_Summary_SoE.pdf,1.0,4.0,8.0,11.0,14.0,18.0,1.5,28.0,1.0,4.0,8.0,11.0,14.0,18.0,1.5,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36155117,2022.0,INDUSTRY,Yes,Breast,Metastatic,Systemic Therapy,Breast Neoplasms,DRUG: Palbociclib|DRUG: Letrozole|DRUG: Placebo|DRUG: Letrozole,2022,NCT02297438,Superiority,340,3/23/2015,2015,Industry,Breast,Targeted Therapy,2015
PMID 36162037 a_Summary_SoE.pdf,1.0,3.0,7.0,13.0,20.0,25.0,2.0833333333333335,14.0,1.0,3.0,7.0,13.0,20.0,25.0,2.0833333333333335,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36162037,2023.0,INDUSTRY,Yes,Skin,Metastatic,Systemic Therapy,Melanoma,BIOLOGICAL: nivolumab|BIOLOGICAL: ipilimumab,2022,NCT03068455,Superiority,1844,4/11/2017,2017,Industry,Skin,Immunotherapy,2017
PMID 36265504 a_Summary_SoE.pdf,1.0,5.0,12.0,21.0,24.0,25.0,2.0833333333333335,21.0,1.0,5.0,12.0,21.0,24.0,25.0,2.0833333333333335,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36265504,2022.0,INDUSTRY,Yes,GU,Metastatic,Systemic Therapy,Metastatic Castration Resistant Prostate Cancer,DRUG: Enzalutamide|DRUG: Docetaxel|DRUG: Prednisolone|DRUG: Placebo,2022,NCT02288247,Superiority,688,12/1/2014,2014,Industry,GU,Endocrine,2014
PMID 36308441 a_Summary_SoE.pdf,1.0,3.0,8.0,13.0,14.0,15.0,1.25,14.0,1.0,3.0,8.0,13.0,14.0,15.0,1.25,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36308441,2022.0,INDUSTRY,Yes,GI,Metastatic,Supportive Care,Colorectal Cancer|Chemotherapy-induced Peripheral Neuropathy,DRUG: Calmangafodipir (2 Âµmol/kg)|DRUG: Calmangafodipir (5 Âµmol/kg)|DRUG: Placebo,2022,NCT03654729,Superiority,291,11/7/2018,2018,Industry,GI,Other,2018
PMID 36322844 a_Summary_SoE.pdf,2.0,8.0,20.0,23.0,24.0,25.0,2.0833333333333335,21.0,2.0,8.0,20.0,23.0,24.0,25.0,2.0833333333333335,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36322844,2022.0,NIH,No,Heme,Hematologic,Systemic Therapy,Ann Arbor Stage IIB Hodgkin Lymphoma|Ann Arbor Stage IIIB Hodgkin Lymphoma|Ann Arbor Stage IVA Hodgkin Lymphoma|Ann Arbor Stage IVB Hodgkin Lymphoma|Childhood Hodgkin Lymphoma|Classic Hodgkin Lymphoma,BIOLOGICAL: Bleomycin Sulfate|DRUG: Brentuximab Vedotin|DRUG: Cyclophosphamide|DRUG: Doxorubicin Hydrochloride|DRUG: Etoposide|OTHER: Laboratory Biomarker Analysis|DRUG: Methylprednisolone|OTHER: Pharmacological Study|DRUG: Prednisone|OTHER: Quality-of-Life Assessment|OTHER: Questionnaire Administration|DRUG: Vincristine Sulfate,2022,NCT02166463,Superiority,600,3/19/2015,2015,Non-Industry,Heme,Targeted Therapy,2015
PMID 36327426 a_Summary_SoE.pdf,2.0,4.0,9.0,12.0,15.0,19.0,1.5833333333333333,21.0,2.0,4.0,9.0,14.0,17.0,21.0,1.75,21.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-0.1666666666666667,36327426,2023.0,INDUSTRY,Yes,Thor,Metastatic,Systemic Therapy,Non Small Cell Lung Cancer NSCLC,DRUG: Durvalumab|DRUG: Tremelimumab|DRUG: Abraxane + carboplatin|DRUG: Gemcitabine + cisplatin|DRUG: Gemcitabine + carboplatin|DRUG: Pemetrexed + carboplatin|DRUG: Pemetrexed + cisplatin,2022,NCT03164616,Superiority,1186,6/1/2017,2017,Industry,Thor,Immunotherapy,2017
